EventType,Feature,Value
ThreePhase_Fault,zero_sequence_dominance_score_max,0.254658645391959
ThreePhase_Fault,zero_sequence_dominance_score_max,0.2926287848419315
ThreePhase_Fault,zero_sequence_dominance_score_max,0.2910367747277461
ThreePhase_Fault,zero_sequence_dominance_score_max,0.2944063238557376
ThreePhase_Fault,zero_sequence_dominance_score_max,0.3512409905627035
ThreePhase_Fault,zero_sequence_dominance_score_max,0.5005587216019046
ThreePhase_Fault,zero_sequence_dominance_score_max,0.4066694395987495
ThreePhase_Fault,zero_sequence_dominance_score_max,0.4385662394316478
ThreePhase_Fault,zero_sequence_dominance_score_max,0.4642307924968394
ThreePhase_Fault,zero_sequence_dominance_score_max,0.2622987823597104
ThreePhase_Fault,zero_sequence_dominance_score_max,0.4398231423117323
ThreePhase_Fault,zero_sequence_dominance_score_max,0.2634874127786286
ThreePhase_Fault,zero_sequence_dominance_score_max,0.2750473219894989
ThreePhase_Fault,zero_sequence_dominance_score_max,0.4636092524481067
ThreePhase_Fault,zero_sequence_dominance_score_max,0.4652132631093292
ThreePhase_Fault,zero_sequence_dominance_score_max,0.9702605959723923
ThreePhase_Fault,zero_sequence_dominance_score_max,0.4625072606255753
ThreePhase_Fault,zero_sequence_dominance_score_max,0.4601488217552624
