selected_buses,num_features,normal_trigger_rate,macro_f1,balanced_accuracy,LoadSwitch_recall,Fault_precision,Normal_false_alarm_rate,Normal_recall,Method,k,CandidateBus,Trial
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30]",2268,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,28,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",2268,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,28,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",2349,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,29,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30]",2349,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,29,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",2349,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,29,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2430,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,30,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2430,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,30,30,
[8],81,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,1,8,
"[8, 28]",162,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,2,28,
"[8, 28, 2]",243,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,3,2,
"[8, 28, 2, 6]",324,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,4,6,
"[8, 28, 2, 6, 7]",405,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,5,7,
"[8, 28, 2, 6, 7, 5]",486,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,6,5,
"[8, 28, 2, 6, 7, 5, 4]",567,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,7,4,
"[8, 28, 2, 6, 7, 5, 4, 3]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,8,3,
"[8, 28, 2, 6, 7, 5, 4, 3, 27]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,9,27,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,10,1,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,11,9,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,12,25,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,13,29,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,14,26,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,15,30,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,16,10,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,17,11,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,18,24,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,19,15,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,20,22,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22, 21]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,21,21,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22, 21, 23]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,22,23,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22, 21, 23, 18]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,23,18,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22, 21, 23, 18, 19]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,24,19,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22, 21, 23, 18, 19, 20]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,25,20,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22, 21, 23, 18, 19, 20, 14]",2106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,26,14,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22, 21, 23, 18, 19, 20, 14, 12]",2187,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,27,12,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22, 21, 23, 18, 19, 20, 14, 12, 13]",2268,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,28,13,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22, 21, 23, 18, 19, 20, 14, 12, 13, 17]",2349,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,29,17,
"[8, 28, 2, 6, 7, 5, 4, 3, 27, 1, 9, 25, 29, 26, 30, 10, 11, 24, 15, 22, 21, 23, 18, 19, 20, 14, 12, 13, 17, 16]",2430,0.0,1.0,1.0,1.0,1.0,0.0,1.0,dv_energy_greedy,30,16,
[3],81,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,1,-1,0.0
[24],81,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,1,-1,1.0
[20],81,0.0,0.9916643512086691,0.9916666666666667,1.0,1.0,0.0,1.0,random_trial,1,-1,2.0
"[13, 30]",162,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,2,-1,0.0
"[3, 21]",162,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,2,-1,1.0
"[3, 16]",162,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,2,-1,2.0
"[21, 22, 23]",243,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,3,-1,0.0
"[4, 14, 25]",243,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,3,-1,1.0
"[6, 24, 27]",243,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,3,-1,2.0
"[13, 14, 16, 23]",324,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,4,-1,0.0
"[2, 24, 25, 30]",324,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,4,-1,1.0
"[3, 11, 20, 21]",324,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,4,-1,2.0
"[6, 11, 18, 22, 28]",405,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,5,-1,0.0
"[5, 20, 21, 23, 27]",405,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,5,-1,1.0
"[3, 11, 14, 24, 30]",405,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,5,-1,2.0
"[7, 9, 12, 16, 20, 29]",486,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,6,-1,0.0
"[3, 9, 13, 21, 24, 25]",486,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,6,-1,1.0
"[4, 6, 17, 18, 24, 25]",486,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,6,-1,2.0
"[8, 12, 14, 16, 18, 22, 30]",567,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,7,-1,0.0
"[3, 13, 16, 17, 23, 24, 25]",567,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,7,-1,1.0
"[1, 8, 10, 13, 16, 20, 30]",567,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,7,-1,2.0
"[2, 6, 8, 9, 14, 20, 23, 26]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,8,-1,0.0
"[1, 5, 9, 10, 11, 22, 24, 29]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,8,-1,1.0
"[4, 5, 13, 14, 15, 21, 22, 25]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,8,-1,2.0
"[3, 4, 9, 10, 11, 14, 24, 26, 28]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,9,-1,0.0
"[3, 7, 8, 12, 18, 20, 24, 27, 30]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,9,-1,1.0
"[1, 5, 13, 14, 15, 18, 22, 24, 27]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,9,-1,2.0
"[2, 6, 11, 14, 15, 19, 21, 22, 27, 30]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,10,-1,0.0
"[1, 7, 9, 10, 12, 14, 17, 21, 23, 28]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,10,-1,1.0
"[5, 11, 12, 14, 15, 16, 24, 25, 28, 30]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,10,-1,2.0
"[1, 4, 8, 9, 14, 15, 18, 20, 21, 26, 29]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,11,-1,0.0
"[1, 3, 4, 6, 12, 13, 16, 21, 23, 25, 29]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,11,-1,1.0
"[2, 5, 6, 9, 11, 13, 15, 20, 24, 25, 27]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,11,-1,2.0
"[1, 3, 8, 9, 11, 12, 17, 18, 20, 22, 27, 29]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,12,-1,0.0
"[2, 4, 5, 6, 10, 16, 17, 18, 19, 20, 25, 29]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,12,-1,1.0
"[1, 4, 5, 7, 9, 15, 17, 23, 24, 26, 27, 28]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,12,-1,2.0
"[2, 3, 4, 9, 10, 13, 15, 16, 21, 22, 26, 27, 29]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,13,-1,0.0
"[1, 3, 4, 5, 6, 11, 12, 16, 17, 18, 21, 26, 28]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,13,-1,1.0
"[5, 8, 9, 10, 13, 16, 18, 19, 21, 22, 24, 25, 26]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,13,-1,2.0
"[2, 3, 5, 11, 14, 16, 18, 19, 20, 22, 23, 24, 26, 29]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,14,-1,0.0
"[1, 2, 3, 5, 9, 10, 12, 13, 17, 18, 20, 23, 26, 28]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,14,-1,1.0
"[1, 2, 4, 5, 6, 8, 9, 12, 15, 16, 18, 23, 25, 30]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,14,-1,2.0
"[5, 8, 14, 15, 17, 18, 19, 20, 21, 23, 24, 27, 28, 29, 30]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,15,-1,0.0
"[2, 3, 4, 5, 6, 9, 10, 11, 14, 22, 25, 26, 27, 29, 30]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,15,-1,1.0
"[3, 5, 6, 8, 9, 10, 14, 17, 18, 19, 20, 24, 25, 26, 27]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,15,-1,2.0
"[2, 3, 5, 10, 11, 13, 15, 17, 18, 19, 21, 22, 23, 26, 29, 30]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,16,-1,0.0
"[1, 5, 7, 9, 10, 11, 13, 16, 17, 18, 20, 22, 25, 26, 28, 30]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,16,-1,1.0
"[3, 5, 6, 8, 9, 12, 13, 15, 16, 18, 19, 21, 24, 26, 27, 29]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,16,-1,2.0
"[1, 2, 3, 4, 6, 7, 10, 11, 14, 15, 17, 18, 20, 21, 22, 23, 29]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,17,-1,0.0
"[2, 3, 4, 5, 8, 9, 11, 13, 15, 18, 22, 24, 25, 26, 27, 28, 29]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,17,-1,1.0
"[1, 2, 4, 5, 6, 12, 13, 14, 15, 18, 21, 23, 24, 25, 28, 29, 30]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,17,-1,2.0
"[1, 3, 4, 5, 7, 8, 11, 12, 13, 14, 16, 18, 19, 21, 23, 24, 25, 26]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,18,-1,0.0
"[2, 3, 4, 5, 7, 8, 9, 12, 13, 15, 17, 20, 21, 22, 24, 26, 27, 29]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,18,-1,1.0
"[2, 3, 4, 7, 8, 9, 10, 12, 13, 17, 18, 21, 22, 23, 24, 25, 26, 28]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,18,-1,2.0
"[2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 15, 17, 18, 23, 24, 26, 28, 29, 30]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,19,-1,0.0
"[1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 15, 16, 22, 23, 24, 26, 28, 29, 30]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,19,-1,1.0
"[2, 3, 5, 7, 8, 9, 10, 11, 18, 19, 20, 21, 22, 23, 25, 26, 27, 29, 30]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,19,-1,2.0
"[2, 3, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20, 21, 24, 26, 27, 28, 29]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,20,-1,0.0
"[2, 3, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 26, 28, 29, 30]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,20,-1,1.0
"[1, 2, 5, 6, 7, 8, 9, 11, 13, 14, 17, 18, 19, 24, 25, 26, 27, 28, 29, 30]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,20,-1,2.0
"[2, 3, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 26, 27, 28, 29, 30]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,21,-1,0.0
"[2, 3, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 22, 23, 25, 26, 27, 28, 29]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,21,-1,1.0
"[1, 2, 4, 5, 7, 9, 11, 12, 13, 14, 15, 17, 18, 20, 21, 22, 25, 27, 28, 29, 30]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,21,-1,2.0
"[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 24, 25, 28, 30]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,22,-1,0.0
"[3, 5, 7, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,22,-1,1.0
"[1, 3, 4, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 21, 23, 24, 25, 26, 27, 28, 29]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,22,-1,2.0
"[1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 24, 26, 27, 28, 30]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,23,-1,0.0
"[2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 30]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,23,-1,1.0
"[1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 17, 18, 19, 20, 22, 24, 25, 27, 28, 29, 30]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,23,-1,2.0
"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,24,-1,0.0
"[1, 2, 3, 4, 5, 6, 7, 10, 11, 14, 15, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,24,-1,1.0
"[1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 28, 29, 30]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,24,-1,2.0
"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,25,-1,0.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 23, 25, 26, 28, 29, 30]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,25,-1,1.0
"[1, 3, 4, 5, 6, 7, 8, 9, 11, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,25,-1,2.0
"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 30]",2106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,26,-1,0.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,26,-1,1.0
"[1, 2, 4, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,26,-1,2.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 26, 27, 28, 29, 30]",2187,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,27,-1,0.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30]",2187,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,27,-1,1.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30]",2187,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,27,-1,2.0
"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2268,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,28,-1,0.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30]",2268,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,28,-1,1.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30]",2268,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,28,-1,2.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2349,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,29,-1,0.0
"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2349,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,29,-1,1.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2349,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,29,-1,2.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2430,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,30,-1,0.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2430,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,30,-1,1.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",2430,0.0,1.0,1.0,1.0,1.0,0.0,1.0,random_trial,30,-1,2.0
